CLUSTER APOGEE_ID RA DEC NO_SIGMAS_RV NO_SIGMAS_PM DIST_CENTER
"MELOTTE 20" 2M03253708+5045026 51.404503 50.750744 2.226717805248148 9.522956125386255 117.48506704907844
"MELOTTE 22" 2M03253760+2050536 51.406679 20.848227 11.286137637905835 9.145770461119929 352.65755374441227
"MELOTTE 20" 2M03253793+4631287 51.408048 46.524639 inf 0.10273338499249902 136.9758947048812
"MELOTTE 20" 2M03253857+4934049 51.410736 49.568031 20.157708980472982 4.356964818864224 47.206713567702394
"MELOTTE 22" 2M03253868+2827010 51.411183 28.450293 inf 18.84020099023951 367.16905844822946
"MELOTTE 20" 2M03253868+4621420 51.411181 46.361687 22.044603282544525 30.173832556153734 146.71656592244935
"MELOTTE 22" 2M03253876+2815317 51.411506 28.258825 3.8562677028321586 21.187439183844965 359.77789654270333
"MELOTTE 22" 2M03253892+2700390 51.412196 27.010841 27.040397222240152 33.13211294328191 317.6687386357834
"MELOTTE 20" 2M03254105+4906291 51.421046 49.108093 11.117057300783816 0.6573332674879727 20.99832629371625
"MELOTTE 22" 2M03254158+2038403 51.423257 20.644547 inf 1.9172154669080759 359.55073729839387
"MELOTTE 20" 2M03254172+5229028 51.423866 52.484123 7.123301986953284 2.0338104802739645 221.22533014222157
"MELOTTE 20" 2M03254175+4636407 51.423982 46.611324 inf 3.643299376728372 131.73982016939289
"MELOTTE 22" 2M03254256+2833112 51.427367 28.553122 33.2234783324739 15.773507601718487 370.57766244021377
"MELOTTE 22" 2M03254454+2111563 51.435588 21.198994 19.12603295073056 6.709861531177221 338.85070716744565
"MELOTTE 22" 2M03254721+2754280 51.446746 27.907787 inf 6.623666950898272 345.3311052213392
"MELOTTE 20" 2M03254778+5143558 51.449084 51.73217 20.44048773628549 1.8650872840741504 176.11514257704604
"MELOTTE 22" 2M03254862+2623383 51.45259 26.393995 6.488474576538111 7.680027024422619 299.5858370356555
"MELOTTE 22" 2M03254887+2022035 51.453665 20.367649 19.488591802068196 4.526159760710386 369.03180534868625
"MELOTTE 20" 2M03255260+4625268 51.469206 46.424122 25.14643896540617 3.202723785524384 142.8241918903691
"MELOTTE 22" 2M03255276+2649135 51.469842 26.820435 inf 9.227604924256582 309.5789392653627
"MELOTTE 20" 2M03255394+4831089 51.47479 48.519157 0.6695196297627054 29.51052650260835 18.65422338980488
"MELOTTE 22" 2M03255522+2722036 51.480124 27.367689 35.49194773636261 0.8139106027053562 325.4537229783801
"MELOTTE 20" 2M03255791+5051109 51.491327 50.853043 7.615339451908927 1.1222868017460963 123.35947666946291
"MELOTTE 22" 2M03255835+2613014 51.493151 26.217077 5.608492515794812 23.692052819165898 293.593780519805
"MELOTTE 20" 2M03255929+4817123 51.497059 48.286777 inf 7.521139242945465 31.62360049917484
"MELOTTE 22" 2M03255982+2808006 51.499281 28.133526 36.45903085106102 2.810477194678244 351.4368394153915
"MELOTTE 20" 2M03260035+5130211 51.501472 51.505875 2.41562543340567 1.6901882782927498 162.46125205478157
"MELOTTE 20" 2M03260131+4839097 51.505468 48.652695 0.10109473151606181 27.457987756628256 11.124026278369163
"MELOTTE 20" 2M03260586+5206056 51.524424 52.10157 inf 1.5311442213426163 198.1493682834713
"MELOTTE 22" 2M03260690+2028584 51.528791 20.482908 28.359363695138576 19.972623658930427 361.2929830247753
"MELOTTE 22" 2M03260708+2838304 51.529531 28.641794 14.7397164385093 27.297281474180195 370.1468339487105
"MELOTTE 22" 2M03260736+2752490 51.530675 27.880301 30.74341392863868 1.0813161571300802 340.7820832225065
"MELOTTE 22" 2M03260903+2821001 51.537654 28.350048 25.760982171553366 9.546199955268385 358.18649260604224
"MELOTTE 20" 2M03260912+4608501 51.538034 46.147263 inf 11.261460874905097 159.28973497061693
"MELOTTE 22" 2M03260958+2052399 51.539926 20.877775 1.9873156118375803 8.536435792307016 345.6791087537358
"MELOTTE 20" 2M03261085+4823026 51.545214 48.384079 3.741932891179737 29.573099822594028 25.510606191890133
"MELOTTE 20" 2M03261265+4809088 51.552724 48.152451 0.4792380421529208 28.821614449462228 39.185321520836965
"MELOTTE 20" 2M03261419+4842382 51.559143 48.710632 0.08249964881004 29.37097322361893 7.0802525123108975
"MELOTTE 20" 2M03261444+4653207 51.56018 46.889103 inf 5.223526898821177 114.77569920596497
"MELOTTE 20" 2M03261452+4645334 51.560537 46.759289 inf 0.6116137073812687 122.55827147164634
"MELOTTE 20" 2M03261582+5006566 51.565958 50.11573 5.926086235176315 30.4742651016719 79.03023732838301
"MELOTTE 22" 2M03261608+2747185 51.56701 27.788488 inf 0.47646971143465827 335.9396555067383
"MELOTTE 20" 2M03261639+4850284 51.568321 48.841232 0.4902103812974083 29.29186227319381 4.879023712478171
"MELOTTE 20" 2M03261685+4631573 51.570219 46.532589 5.590507238007508 7.467638130278472 136.13915381665439
"MELOTTE 22" 2M03261917+2841473 51.579892 28.696484 24.267822218047733 11.540892143035071 370.4465010707937
"MELOTTE 20" 2M03261935+4913325 51.580658 49.225712 0.2646772459468585 28.79738811451283 25.784063075389863
"MELOTTE 22" 2M03261996+2827436 51.583207 28.462132 inf 0.6279592085324532 360.8086912401509
"MELOTTE 22" 2M03262018+2743578 51.584099 27.732735 7.74057877161727 5.232397317569048 333.226809379705
"MELOTTE 20" 2M03262105+4603379 51.587719 46.060551 inf 1.064589692119457 164.4336828508988
"MELOTTE 22" 2M03262149+2037473 51.589548 20.629807 inf 23.52736317615247 352.9530246741502
"MELOTTE 20" 2M03262171+5138482 51.590495 51.646736 1.8420750172740241 10.305318436290497 170.8066312481377
"MELOTTE 20" 2M03262222+4925375 51.592587 49.427097 0.4346686633829974 29.050198856094656 37.73707666584991
"MELOTTE 20" 2M03262235+4628196 51.593152 46.472122 inf 0.8927509378279427 139.74046648270235
"MELOTTE 20" 2M03262343+4632226 51.597653 46.539612 11.156228635602028 7.197883189572474 135.68787165070043
"MELOTTE 20" 2M03262532+4820068 51.605541 48.335247 0.24725441882921972 28.932585108719042 28.05026720467502
"MELOTTE 22" 2M03262572+2810523 51.607204 28.181198 inf 1.298069194129575 348.83454075677616
"MELOTTE 22" 2M03262665+2009547 51.611072 20.165216 38.56804181549334 12.651696396977913 370.74519092663684
"MELOTTE 20" 2M03262764+4902123 51.615187 49.036766 1.4180387366795426 30.38174302775477 14.373559107906118
"MELOTTE 20" 2M03262813+5053149 51.617215 50.887478 inf 1.7079341598739224 125.24031822929634
"MELOTTE 20" 2M03262841+4941292 51.618406 49.69146 1.5898107830783963 30.774452611118623 53.505403867094884
"MELOTTE 22" 2M03262926+2105006 51.621939 21.083513 inf inf 334.5017146021638
"MELOTTE 22" 2M03262989+2652515 51.624575 26.880989 4.683207749869356 5.410497395350613 303.9631534284951
"MELOTTE 22" 2M03263023+2830134 51.625984 28.503723 inf "" 360.80347216056896
"MELOTTE 20" 2M03263081+5007456 51.628408 50.129353 29.151326126121436 0.8435809778664982 79.75360123654197
"MELOTTE 20" 2M03263126+5203567 51.630281 52.065762 inf 2.437148822255515 195.9247859218763
"MELOTTE 20" 2M03263144+4554207 51.631023 45.905758 inf 2.6066366667317356 173.6922320707863
"MELOTTE 20" 2M03263235+5023447 51.634809 50.395763 24.490417139736273 3.257405581977263 95.73021600089456
"MELOTTE 20" 2M03263370+5013545 51.640418 50.231815 1.3633444524003384 28.403806366934077 85.8911373788002
"MELOTTE 22" 2M03263468+2809155 51.644525 28.154312 inf 8.58191444843012 346.2853242830719
"MELOTTE 22" 2M03263538+2842543 51.647430419921875 28.715103149414062 inf inf 368.6438070173763
"MELOTTE 20" 2M03263571+5252593 51.648803 52.883163 inf 3.459998826840888 244.96337387223272
"MELOTTE 22" 2M03263578+2811277 51.64912 28.19105 inf 0.4313695213437535 347.5165252370314
"MELOTTE 22" 2M03263582+2758039 51.649285 27.967766 22.51363162275827 14.53637104825067 339.02222439174074
"MELOTTE 20" 2M03263931+4825474 51.663796 48.429859 inf 9.611999147148067 22.24149532409146
"MELOTTE 20" 2M03263984+4522118 51.666019 45.369972 inf 16.11066386091011 205.83046233550553
"MELOTTE 22" 2M03264000+2657396 51.666675 26.96102 2.926346014206501 5.179325504594134 304.33424654811427
"MELOTTE 20" 2M03264010+4819099 51.667085 48.319443 0.3030090013549656 29.03248662053673 28.863656737633352
"MELOTTE 20" 2M03264029+4910502 51.667911 49.180618 0.7394470675837559 3.1403716747212 22.81043932217717
"MELOTTE 20" 2M03264066+4610591 51.669436 46.183102 inf 1.1900736468126811 157.04249487633825
"MELOTTE 20" 2M03264070+4529178 51.669598 45.488285 8.741425068403471 inf 198.7314725965264
"MELOTTE 20" 2M03264086+4957348 51.670284 49.959675 0.14408495203344984 29.547596130392225 69.55232245386867
"MELOTTE 20" 2M03264137+5043216 51.672404 50.722683 inf 1.0210434726676432 115.33258890639112
"MELOTTE 20" 2M03264205+4947206 51.675229 49.789082 9.0819531414541 24.940822119400227 59.316478349365546
"MELOTTE 20" 2M03264330+5249385 51.680436 52.827377 7.701509894361864 2.298006995507075 241.61425995173377
"MELOTTE 20" 2M03264360+4555595 51.681698 45.933201 13.305987823971643 1.6702067927045656 172.03658467560214
"MELOTTE 22" 2M03264459+2840298 51.685818 28.674953 inf 4.073709382315357 365.51780622660965
"MELOTTE 20" 2M03264509+5152335 51.687915 51.875984 inf 32.73842420601292 184.53124079649814
"MELOTTE 22" 2M03264633+2820454 51.693065 28.345972 inf 0.4965156593261826 351.8440838384165
"MELOTTE 22" 2M03264647+2812414 51.693651 28.211512 inf 1.574510441625483 346.5182290566017
"MELOTTE 20" 2M03264782+5256030 51.699262 52.934181 inf 3.5274031057630695 248.02408915615348
"MELOTTE 20" 2M03264878+4622091 51.703253 46.369198 inf 1.484199257741039 145.88097906371297
"MELOTTE 20" 2M03264888+4530001 51.703674 45.500046 inf 0.41247427868055436 198.02908797892343
"MELOTTE 20" 2M03264897+5238343 51.704051 52.642876 34.76791636103516 1.6197786140935568 230.54671927114035
"MELOTTE 20" 2M03265000+4642270 51.70834 46.707527 15.911776432929372 1.097438305794424 125.58393711822394
"MELOTTE 22" 2M03265100+2610498 51.712509 26.180506 inf 32.17748774671772 281.79635469624446
"MELOTTE 22" 2M03265269+2027408 51.71958 20.461344 22.494432171249507 3.17715794794438 354.15130606508484
"MELOTTE 20" 2M03265427+4855370 51.726147 48.926956 7.15528927456054 1.0306762782658536 7.850917132445671
"MELOTTE 20" 2M03265464+5101069 51.727689 51.018608 22.886299784769744 0.8530743669840563 133.10348623313982
"MELOTTE 22" 2M03265571+2032134 51.732129 20.537071 19.775437926476144 38.08651467389455 350.58112437285575
"MELOTTE 20" 2M03265597+4536070 51.733234 45.601948 inf 0.7613246851839088 191.92613049416775
"MELOTTE 22" 2M03265708+2849573 51.737843 28.832594 33.492016188318146 1.9615790283767796 370.2007456338868
"MELOTTE 20" 2M03265727+5252343 51.738666 52.876217 inf 4.177074020717367 244.5563775139122
"MELOTTE 22" 2M03265755+2013310 51.739809 20.225285 inf 25.837296890118523 363.024357341956
"MELOTTE 20" 2M03265861+4649514 51.744212 46.830948 33.55761974109094 0.9700293281793758 118.20426350758362
"MELOTTE 20" 2M03265886+5103431 51.745264 51.061977 inf 0.23124352759271258 135.71714687799593
"MELOTTE 22" 2M03265912+2835153 51.74635 28.58761 14.818617134363382 12.052102002058023 359.59142227063114
"MELOTTE 20" 2M03270048+4603439 51.752004 46.062218 22.6787281475421 3.48344371264134 164.32491436783886
"MELOTTE 20" 2M03270057+4636386 51.75241 46.610737 10.5061726749929 2.586494815987593 131.42118917096064
"MELOTTE 22" 2M03270106+2124217 51.75444 21.406031 6.111945470134701 inf 317.12513511872254
"MELOTTE 22" 2M03270155+2629086 51.756467 26.485743 34.24297976371482 13.596377727736163 286.9115624012975
"MELOTTE 22" 2M03270200+2733346 51.758355 27.559622 24.276144804417335 0.9844599440473424 319.6321547844653
"MELOTTE 20" 2M03270210+5212491 51.75876 52.213642 15.533411103447563 18.581378445885633 204.81486499632402
"MELOTTE 20" 2M03270241+4850193 51.76006 48.838722 0.40404270842782225 29.11146860644916 4.062980350402755
"MELOTTE 20" 2M03270273+4941108 51.761378 49.686344 0.40462704929732873 29.551933619795843 53.25929409914148
"MELOTTE 22" 2M03270321+2614022 51.763394 26.233961 inf 5.1746769701331505 280.46166177761904
"MELOTTE 20" 2M03270324+4847134 51.763515 48.787056 0.1253705947205199 28.84593674560008 3.582729704050476
"MELOTTE 22" 2M03270348+2015442 51.76453 20.262299 32.72565120842708 9.978316433725151 360.4799451134966
"MELOTTE 20" 2M03270360+4748474 51.765005 47.813179 0.7097183598946364 29.525220750756603 59.346028972294064
"MELOTTE 20" 2M03270606+4637294 51.775253 46.624859 0.7475789269891918 2.8655245426063796 130.59935615973652
"MELOTTE 22" 2M03270622+2054006 51.775931 20.900181 inf inf 334.5264492022655
"MELOTTE 20" 2M03270686+4549385 51.778596 45.827377 inf 1.446846727805637 178.43535813701288
"MELOTTE 22" 2M03270757+2002255 51.781562 20.040436 inf 32.16881446214419 369.1785893237975
"MELOTTE 20" 2M03270785+4519348 51.782733 45.326355 inf 1.4946212600834863 208.49341396118618
"MELOTTE 20" 2M03270870+5008546 51.786259 50.14851 16.34030626477112 1.5585685881041957 80.99796208114968
"MELOTTE 20" 2M03270905+5231285 51.78774 52.524586 inf 2.836463503233719 223.48763736064163
"MELOTTE 20" 2M03270907+5113529 51.787832 51.231388 29.964669329662883 13.603253661821654 145.91942591922484
"MELOTTE 22" 2M03270949+2734274 51.789544 27.574282 6.468352775419346 19.705833237213643 318.8032726671007
"MELOTTE 20" 2M03271026+5225297 51.79279 52.424942 25.15838728711483 1.5176633442700407 217.5140816317152
"MELOTTE 22" 2M03271078+2650455 51.794937 26.845987 inf 1.5739160201794786 294.9658566253587
"MELOTTE 22" 2M03271122+2647410 51.796763 26.794729 17.56200267466173 4.054305327728545 293.3918400996979
"MELOTTE 22" 2M03271132+2049146 51.797171 20.820738 inf inf 336.65840203920584
"MELOTTE 22" 2M03271173+2713040 51.798906 27.2178 32.96636656090537 9.377261014403143 306.2897858680422
"MELOTTE 22" 2M03271395+2814513 51.808165 28.247585 inf 0.5776496877773201 343.377726661949
"MELOTTE 20" 2M03271490+5140141 51.812107 51.670609 2.734903115147646 0.2807046714254785 172.28815558633892
"MELOTTE 20" 2M03271604+4644563 51.816857 46.748989 20.391081082365748 inf 123.22151510869868
"MELOTTE 20" 2M03271624+4629151 51.817679 46.487541 inf 1.1381507236586597 138.8953891585545
"MELOTTE 22" 2M03271787+2106492 51.824492 21.11368 30.189747125131984 inf 324.4018687985404
"MELOTTE 22" 2M03271843+2624284 51.826792 26.407915 inf 1.2220170747530834 281.51534608049684
"MELOTTE 20" 2M03271864+5154233 51.827704 51.906498 33.165324807450084 4.193785878990251 186.452756708434
"MELOTTE 20" 2M03271899+5253445 51.829132 52.895721 inf 0.4785407095165954 245.78384909238054
"MELOTTE 20" 2M03271928+5024286 51.830336 50.407951 5.529457029591925 1.246165203834089 96.63703299232375
"MELOTTE 20" 2M03272036+4759250 51.834867 47.990303 0.07382874864702692 29.83564714670664 49.02469778736601
"MELOTTE 22" 2M03272054+2012576 51.835618 20.216024 27.259872566720524 14.61229020420526 359.5607721894539
"MELOTTE 20" 2M03272285+4526173 51.845211 45.438152 12.263247901000502 0.14659415373060997 201.8585599148883
"MELOTTE 20" 2M03272329+4822246 51.847077 48.373508 0.9383874831690475 27.8121362900513 26.510714074455006
"MELOTTE 20" 2M03272491+4858118 51.853832 48.969959 1.938314577914458 30.209292447373446 12.372805664489922
"MELOTTE 22" 2M03272586+2122053 51.857782 21.368151 inf 2.0821927385586325 313.7412281925531
"MELOTTE 22" 2M03272707+2026594 51.862815 20.449841 inf 20.981115185185438 348.7131101401374
"MELOTTE 22" 2M03272832+2013154 51.868017 20.220972 inf 6.657452947951464 358.05752759923683
"MELOTTE 22" 2M03273110+2045105 51.879611 20.75293 6.410996440614037 22.12784186980323 335.7970156752701
"MELOTTE 20" 2M03273185+4702250 51.882718 47.040298 inf 2.376943920700609 105.9395926696696
"MELOTTE 20" 2M03273191+4518281 51.882982 45.307812 inf 0.8778193172036206 209.73156116269388
"MELOTTE 20" 2M03273412+4642316 51.892176 46.708778 inf 3.505533323322154 125.80645632688763
"MELOTTE 20" 2M03273458+4857428 51.894118 48.96191 3.0191683329535968 29.53879302473313 12.978480959479286
"MELOTTE 22" 2M03273483+2723177 51.89513 27.388269 inf 4.735693711072407 307.7439118225169
"MELOTTE 20" 2M03273549+4530378 51.897903 45.510502 inf 0.13193354082303807 197.60709779023566
"MELOTTE 20" 2M03273587+4540162 51.899468 45.671192 inf 1.1125539637648754 187.9788523964562
"MELOTTE 20" 2M03273589+5137190 51.899547 51.621948 10.007383757137166 1.5338310208866843 169.50725235632842
"MELOTTE 22" 2M03273648+2814003 51.902041 28.233444 inf "" 339.1141102657655
"MELOTTE 22" 2M03273678+2630309 51.903265 26.508608 33.79048976900336 7.17345433349356 280.4053066900934
"MELOTTE 22" 2M03273682+2634547 51.903424 26.581879 23.16863510874083 8.29636906032815 282.36792589676804
"MELOTTE 20" 2M03273731+4629111 51.905478 46.486423 8.10276667807093 1.3853313229861774 139.15460151985693
"MELOTTE 20" 2M03273779+4859287 51.907461 48.991329 0.012694774465604332 29.53275569149035 14.665432146179347
"MELOTTE 20" 2M03273809+4609017 51.908715 46.150478 25.480899729166502 8.850537542664972 159.2813219056433
"MELOTTE 22" 2M03273834+2745063 51.909776 27.751762 13.239559768814795 12.291374279890071 320.1438278372992
"MELOTTE 20" 2M03273957+4556544 51.914911 45.948471 14.410548308141184 4.506970864361802 171.3969129564708
"MELOTTE 22" 2M03274038+2010316 51.918259 20.175449 2.249908439768657 10.051508338303018 358.00224110522726
"MELOTTE 20" 2M03274040+4749526 51.918359 47.831303 6.21929370283507 5.775602633571006 58.95409239681932
"MELOTTE 22" 2M03274072+2755219 51.919672 27.922773 16.16531530893002 4.45995791156141 326.1975523296417
"MELOTTE 22" 2M03274098+2658442 51.920756 26.978949 inf 7.68119097371361 293.16585210110264
"MELOTTE 22" 2M03274129+2740184 51.922053 27.671785 36.70379063512028 3.2968252383057033 316.6760840313304
"MELOTTE 22" 2M03274161+2016357 51.92338 20.276587 3.9840275769397406 3.781307889615227 353.49464584090697
"MELOTTE 20" 2M03274234+4627092 51.926417 46.452557 inf 0.6832756092677315 141.24060947013393
"MELOTTE 20" 2M03274369+5138436 51.932074 51.64547 6.145100069233834 0.9962895080072827 170.9840484780936
"MELOTTE 20" 2M03274451+5017102 51.935495 50.28619 inf 1.8610783195569058 89.717000225822
"MELOTTE 20" 2M03274515+4633363 51.938138 46.560085 38.19339854516964 2.0954292812104667 134.8421116652359
"MELOTTE 22" 2M03274553+2856410 51.939725 28.944725 22.673735393937015 1.162634110876384 367.7196915406026
"MELOTTE 20" 2M03274625+5258197 51.942737 52.972164 inf 0.7993025918871642 250.50568047443093
"MELOTTE 22" 2M03274649+2833130 51.943737 28.553629 inf 3.357761136841049 350.7070354091604
"MELOTTE 20" 2M03274678+5010354 51.944922 50.176521 1.0876300276234165 27.973180026771576 83.22929481120953
"MELOTTE 22" 2M03274708+1959522 51.946203 19.997841 1.8762034638486296 10.12217258021282 364.60043086243525
"MELOTTE 22" 2M03274749+2620139 51.947911 26.337202 32.57230957490305 18.656016647066632 273.82865046402446
"MELOTTE 20" 2M03274852+4954183 51.952179 49.905106 0.7433634845304389 30.30938591579415 67.1560968991327
"MELOTTE 22" 2M03274868+2039302 51.95286 20.658396 inf 0.6954122670734925 336.501152695109
"MELOTTE 20" 2M03274929+4608543 51.955402 46.148441 inf 1.329020212080184 159.5269242649638
"MELOTTE 22" 2M03274959+2100439 51.956626 21.012203 18.92428941123007 20.707856414995884 322.4376279435229
"MELOTTE 22" 2M03275006+2739015 51.958607 27.650423 24.272293861023144 3.7025299973722676 314.3553145505522
"MELOTTE 20" 2M03275266+4511483 51.969426 45.196774 5.357561538906571 1.6304689896430846 216.55648546832228
"MELOTTE 22" 2M03275283+2713246 51.970147 27.223507 16.274221433257956 0.3958494045534882 298.85032655377245
"MELOTTE 20" 2M03275314+5119544 51.971443 51.331787 26.190791351108654 35.983455847262064 152.30639126322015
"MELOTTE 22" 2M03275345+1951074 51.972733 19.852058 inf inf 370.0243311419522
"MELOTTE 22" 2M03275368+2051081 51.973694 20.852255 inf 14.027508012462235 327.90430504492895
"MELOTTE 22" 2M03275385+2841009 51.974404 28.683609 inf 0.5604800184726983 355.10248601315817
"MELOTTE 20" 2M03275424+5124184 51.976041 51.405136 0.42037806546895784 1.2627795827341126 156.7076280705699
"MELOTTE 22" 2M03275458+2850104 51.977435 28.836246 22.42283535634546 0.612274332938671 361.6086824409794
"MELOTTE 20" 2M03275501+4945371 51.979237 49.760323 0.9577805991868322 29.53701762675419 58.807550902302914
"MELOTTE 22" 2M03275630+2801072 51.984598 28.018669 inf 6.561221374329818 327.30169830142495
"MELOTTE 22" 2M03275785+2714279 51.991081 27.241104 inf 1.0563079307669658 298.517186304709
"MELOTTE 20" 2M03275849+4702319 51.993723 47.042198 inf 0.3993341032677552 106.27090309097747
"MELOTTE 22" 2M03280035+2001322 52.001476 20.025618 7.954005514864563 12.10734580759632 361.2547867620758
"MELOTTE 20" 2M03280049+4734564 52.002048 47.58234 0.5960191632869829 29.1550746490458 74.2479350808398
"MELOTTE 20" 2M03280080+4900009 52.003367 49.000256 0.8925187729787254 30.42942175528319 17.641757782345493
"MELOTTE 22" 2M03280092+2116223 52.003864 21.272865 inf 16.289587543496555 310.6202599880321
"MELOTTE 20" 2M03280144+5038262 52.006016 50.640636 27.377845018784978 1.4092850354422015 111.15268045955256
"MELOTTE 20" 2M03280163+5226180 52.006827 52.438358 10.264368535370618 inf 218.63716764303962
"MELOTTE 20" 2M03280181+4707518 52.007564 47.131069 inf 2.335519884545415 101.05012405977546
"MELOTTE 20" 2M03280185+4614028 52.007746 46.234119 23.074629643926993 0.9744977355678255 154.5693988562246
"MELOTTE 20" 2M03280229+4542580 52.009578 45.716137 9.456413314845447 17.069350417533766 185.5599629098965
"MELOTTE 22" 2M03280256+2807047 52.010687 28.117975 11.345633588031943 3.8077173588914155 330.2082996410052
"MELOTTE 20" 2M03280374+5057079 52.015614 50.952213 inf 3.703575451660857 129.77320802099305
"MELOTTE 20" 2M03280423+4603502 52.017661 46.063969 16.066338470908228 0.4872693524295919 164.77711943695468
"MELOTTE 20" 2M03280518+4548119 52.021596 45.803314 inf 0.4321195507123185 180.3805331768954
"MELOTTE 22" 2M03280610+2845299 52.025431 28.758333 inf 6.0372956522829115 356.47641622890853
"MELOTTE 22" 2M03280843+2824529 52.035142 28.414698 11.467229221648218 8.407978227916573 341.4278549334737
"MELOTTE 22" 2M03280884+2017569 52.036869 20.299162 33.11932121805585 inf 348.02816346160085
"MELOTTE 20" 2M03280887+5301581 52.036988 53.032825 inf 0.5098527957735568 254.308643263322
"MELOTTE 20" 2M03280902+4943144 52.037622 49.720684 0.433919519347619 28.380913941514688 57.007148260532134
"MELOTTE 20" 2M03280939+5204569 52.039125 52.082474 inf 0.9800956208818302 197.40971081566255
"MELOTTE 22" 2M03280953+2045420 52.039722 20.761684 1.8560400194913163 3.8248298485823655 328.72798913126974
"MELOTTE 22" 2M03280995+2831579 52.041493 28.532751 inf 0.6816887890046542 346.1730976633734
"MELOTTE 22" 2M03281088+2839451 52.045345 28.662554 7.608459452007188 2.62350266490766 351.59650071295283
"MELOTTE 20" 2M03281099+5228288 52.045828 52.474678 25.809384523365008 1.6518862476641079 220.90210333557866
"MELOTTE 22" 2M03281103+2638577 52.045982 26.649376 1.7434458261822006 8.369141029200309 277.4901939052719
"MELOTTE 20" 2M03281169+4642423 52.048714 46.711769 27.52910467009855 1.5624702191742732 126.22429672510212
"MELOTTE 20" 2M03281289+4819572 52.053726 48.332569 7.985984017883432 29.578005647265186 31.84418699480078
"MELOTTE 20" 2M03281336+4856154 52.055675 48.937637 0.44920581073738036 29.96514651120851 17.123786604396816
"MELOTTE 20" 2M03281358+4552418 52.056602 45.878288 inf 1.0242743255747568 176.01498105278523
"MELOTTE 20" 2M03281362+4913135 52.056754 49.220428 20.104327848443912 37.24838932322504 29.332416845016798
"MELOTTE 22" 2M03281415+2652046 52.058978 26.867947 inf 6.191562863614606 283.3939726335696
"MELOTTE 20" 2M03281432+4618203 52.0597 46.305664 5.97805960164059 19.672926027617216 150.49564869336436
"MELOTTE 20" 2M03281482+4547351 52.061758 45.793102 7.947438043681443 0.7074207384672837 181.12595832981916
"MELOTTE 22" 2M03281514+2841471 52.063093 28.696423 inf 4.877336793290959 352.4180276054996
"MELOTTE 20" 2M03281525+4636079 52.063559 46.602207 inf 0.7091334852640717 132.8245120899869
"MELOTTE 20" 2M03281533+4630428 52.063908 46.511909 22.18543211773732 2.4593498249246744 138.2090994975278
"MELOTTE 22" 2M03281543+1953581 52.064331 19.899483 1.8371272269494494 10.273039557098343 364.45332729428577
"MELOTTE 20" 2M03281559+5017570 52.064982 50.299168 inf 0.6999829143596051 91.19247191245152
"MELOTTE 20" 2M03281642+5245191 52.06843 52.755318 1.4844772672440565 0.8556601536397007 237.75816927119536
"MELOTTE 22" 2M03281852+1948040 52.077193 19.80113 14.44350847713849 6.5026206492442915 368.39526083065647
"MELOTTE 20" 2M03281868+4839482 52.077847 48.663395 0.7047698652814469 29.782392087036214 17.932430165019817
"MELOTTE 20" 2M03281881+5051583 52.078382 50.866219 6.644572226345617 18.127069871166242 124.9224899935231
"MELOTTE 22" 2M03281927+1950227 52.080314 19.83964 26.404007985041282 inf 366.54126934213343
"MELOTTE 22" 2M03281953+2749481 52.081389 27.830055 inf 1.3609323228711343 316.04932513048584
"MELOTTE 20" 2M03281976+4608152 52.082341 46.137577 inf 1.5276146571555103 160.62425713999596
"MELOTTE 22" 2M03282127+2616142 52.08865737915039 26.2706356048584 36.63075656378463 inf 265.2834501496566
"MELOTTE 20" 2M03282189+4736065 52.091221 47.60183 0.6687619873891935 30.101237351715298 73.81766326423723
"MELOTTE 22" 2M03282280+2711212 52.095014 27.189232 27.82179047615216 10.980742306101344 292.1822238641005
"MELOTTE 20" 2M03282309+4659405 52.096236 46.994587 inf 0.982637400791334 109.66854817401061
"MELOTTE 20" 2M03282333+5048375 52.097238 50.810436 23.99247273167063 2.5743636277836806 121.69945972324639
"MELOTTE 20" 2M03282401+5255551 52.10006 52.931984 inf 1.4435224441789214 248.41091089929688
"MELOTTE 20" 2M03282445+4853460 52.101889 48.896114 18.39267559809942 24.754472065779247 17.797865522746953
"MELOTTE 20" 2M03282475+4620394 52.103128 46.344288 inf 0.5309430382054391 148.38504636681262
"MELOTTE 20" 2M03282504+5159142 52.104344 51.987282 1.6609338660536637 7.974498388384485 191.91083320767797
"MELOTTE 22" 2M03282555+1945051 52.106473 19.751431 inf 35.139839677192995 369.5682932622508
"MELOTTE 20" 2M03282587+5046512 52.107812 50.780914 38.28870356307118 1.5394491672952975 120.00158825611041
"MELOTTE 22" 2M03282601+2721560 52.108384 27.365572 inf 4.243866632891953 297.7106182284968
"MELOTTE 20" 2M03282606+4658053 52.108591 46.968163 inf 1.4881320663759918 111.31265643112744
"MELOTTE 22" 2M03282658+2248147 52.11077880859375 22.804105758666992 inf inf 259.2585584241574
"MELOTTE 22" 2M03282659+2839493 52.110831 28.6637 12.979674802033863 26.59113050304782 349.2637838746535
"MELOTTE 22" 2M03282707+2849139 52.112808 28.820532 10.735895750940067 1.548885484106156 356.07936146569665
"MELOTTE 20" 2M03282829+4639556 52.117893 46.665447 inf 0.5591317227694801 129.3407248231794
"MELOTTE 20" 2M03282870+4547015 52.119619 45.783764 inf 3.1308606809566584 181.90302982043596
