CLUSTER APOGEE_ID RA DEC NO_SIGMAS_RV NO_SIGMAS_PM DIST_CENTER
"NGC 6819" 2M19415064+4016010 295.461009 40.266964 1.598417777538446 0.13363870785445747 7.784442048551637
"NGC 6819" 2M19415214+4019081 295.467255 40.31892 8.267007017914873 5.2554390804703 10.056571517102203
"NGC 6819" 2M19415437+4002097 295.476582 40.036049 1.3212339736896346 0.6129298227064474 11.92151120958545
"NGC 6819" 2M19415538+4004348 295.480755 40.076347 7.227688518235651 10.502205712020853 10.233581082447348
"NGC 6819" 2M19415696+4008274 295.487372 40.140949 21.787876853198313 1.8966939287746494 8.322674631474426
"NGC 6819" 2M19420002+3951241 295.500109 39.856709 inf 3.7101531155579925 21.897020649911507
"NGC 6819" 2M19420206+4027597 295.508589 40.466602 17.42354264907409 33.915689667691616 18.4608652931847
"NGC 6819" 2M19420391+4028205 295.516322 40.472374 37.2257030734183 inf 18.93275398294217
"NGC 6819" 2M19420448+4010363 295.518686 40.176754 8.93860234679178 5.71603712626492 9.171235279855525
"NGC 6819" 2M19420590+3952599 295.524614 39.883308 17.415963550194515 2.0139679258392835 20.90906114557483
"NGC 6819" 2M19420775+4029016 295.532314 40.483791 22.84486481692378 4.491961823760833 19.88490854629751
"NGC 6819" 2M19421008+3953561 295.542011 39.898933 6.023558355215841 5.963746649244067 20.461886985012644
"NGC 6819" 2M19422832+4022085 295.618022 40.369034 4.991235818721812 1.0018822800219713 17.195171652724763
"NGC 6819" 2M19423297+4010564 295.637413 40.182358 inf 12.083541690006841 14.568634429236408
"NGC 6819" 2M19423341+3958080 295.639221 39.968906 34.980274488779315 2.685408455929236 19.953727356779304
"NGC 6819" 2M19423416+4005312 295.642346 40.092026 18.862632482965473 1.8064271098433897 16.015462681266275
"NGC 6819" 2M19424093+4010407 295.670554 40.17799 26.485060913601053 8.825380627350542 16.100520819068063
"NGC 6819" 2M19424454+4015559 295.6856 40.26553 inf 11.062778750890962 17.280988900761606
"NGC 6819" 2M19424601+4008325 295.691735 40.142368 16.93813682514515 14.494692172688865 17.330599524976567
"NGC 6819" 2M19424914+4022103 295.704772 40.369537 6.593294117630137 8.534984703538077 20.503976431780767
"NGC 6819" 2M19425212+4012227 295.71717 40.206314 20.089616992435733 1.3985984545667343 18.216228398255293
"NGC 6819" 2M19425416+4015349 295.725696 40.259716 16.824381153545556 1.4159678653669254 18.992402670916846
"NGC 6819" 2M19430289+4010217 295.76207 40.172695 37.61708477065239 4.644390577670903 20.30782110611261
"DOLIDZE 53" 2M19452280+2441465 296.34501 24.696253 6.574682462243023 2.83595893254624 13.23424885038806
"DOLIDZE 53" 2M19452367+2440479 296.348653 24.679987 20.7780840522191 2.776578642980324 12.789848102773172
"DOLIDZE 53" 2M19453042+2444341 296.376765 24.742828 30.30185666089227 3.4820813191439144 12.794327192645266
"DOLIDZE 53" 2M19453663+2439410 296.40264 24.661404 7.7811410190044805 2.4304169297061526 9.679930378819375
"DOLIDZE 53" 2M19453780+2434518 296.40751 24.581078 8.223072795007871 0.2151994474838244 9.740401394175159
"DOLIDZE 53" 2M19454337+2431228 296.430715 24.523018 29.119828753813124 1.2079254009412128 10.315901538920727
"DOLIDZE 53" 2M19454816+2432273 296.450683 24.540943 1.7406265789750135 2.0682477000614963 8.792492360321692
"DOLIDZE 53" 2M19454918+2425088 296.454921 24.419115 14.191456983375355 2.233758689888052 14.399175438567
"DOLIDZE 53" 2M19455424+2449483 296.47601 24.830099 15.207587991196473 1.4213595965880095 13.112472792941713
"DOLIDZE 53" 2M19455500+2448390 296.479169 24.81086 16.200165101637452 0.34863487489698397 11.997362668348925
"DOLIDZE 53" 2M19455606+2449031 296.48361 24.817551 9.035942279273593 1.0957450875846932 12.255496227944304
"DOLIDZE 53" 2M19455817+2439114 296.492405 24.653173 7.57229146345005 25.053114770726694 4.795180289090543
"DOLIDZE 53" 2M19455957+2426444 296.498249 24.445683 7.476677354978348 0.9193004281663264 11.967840212830302
"DOLIDZE 53" 2M19460472+2434455 296.519698 24.579332 9.037814223180133 2.762710443572351 4.441067932136637
"DOLIDZE 53" 2M19460772+2445344 296.532204 24.759571 1.500904893911704 0.8095592490973826 8.048264839910766
"DOLIDZE 53" 2M19460875+2442077 296.536493 24.702166 14.361544189781581 7.9798414386486956 4.768347242610809
"DOLIDZE 53" 2M19461098+2443598 296.545789 24.733299 10.623285008473541 16.660042207996753 6.325435638896186
"DOLIDZE 53" 2M19461430+2440458 296.559614 24.679411 0.437896775671782 1.46529829858234 3.012437617861757
"DOLIDZE 53" 2M19461566+2424023 296.565253 24.400652 6.976492745487584 1.1609107974156976 13.883640325860584
"DOLIDZE 53" 2M19461933+2449504 296.580549 24.830677 inf 13.668352112196622 11.934458647134662
"DOLIDZE 53" 2M19462435+2449126 296.601492 24.820175 4.764854302994313 1.2491040048512092 11.38060853292057
"DOLIDZE 53" 2M19462835+2439526 296.618126 24.664619 20.08236648701911 1.173761263501623 2.9795311979977637
"DOLIDZE 53" 2M19463441+2448374 296.643386 24.8104 2.642387598199467 2.779038619507251 11.308457713378003
"DOLIDZE 53" 2M19463652+2445306 296.652195 24.758501 19.748707835789205 15.656407640725376 8.633794689959114
"DOLIDZE 53" 2M19463802+2426333 296.658423 24.442604 10.202480251758892 3.469169694856349 12.187803306063458
"DOLIDZE 53" 2M19463863+2433333 296.660999 24.559252 19.416071926507307 31.15321945096775 6.315146056696238
"DOLIDZE 53" 2M19464233+2425327 296.676382 24.425764 3.0264016664234497 2.5077036461200986 13.496890239232021
"DOLIDZE 53" 2M19464535+2434126 296.688974 24.570183 0.9972597825338898 1.7181585476322128 7.134065387166338
"DOLIDZE 53" 2M19464965+2426074 296.706879 24.435415 7.915386131265254 0.6845808956682912 13.747365885357214
"DOLIDZE 53" 2M19465049+2431400 296.710377 24.5278 4.96860936039907 0.7626086534688187 9.580837614968312
"DOLIDZE 53" 2M19465164+2426359 296.715198 24.443323 9.81335214943052 0.5130659467981386 13.589268113921525
"DOLIDZE 53" 2M19465297+2425114 296.720743 24.419849 18.407484615090432 6.879926349582583 14.938893651221457
"DOLIDZE 53" 2M19465297+2429158 296.720734 24.48774 1.8529642026307647 2.2198436324647792 11.667089776532617
"DOLIDZE 53" 2M19465306+2438259 296.721122 24.640547 21.740380826124657 0.5060274548785124 7.870745670108944
"DOLIDZE 53" 2M19465741+2433126 296.739246 24.553507 inf 3.2775436949900256 10.014637652583845
"DOLIDZE 53" 2M19465789+2443588 296.741231 24.733007 inf 2.886366382221038 10.812981098669287
"DOLIDZE 53" 2M19465796+2433003 296.741521 24.550091 20.526403634966563 7.38798289074144 10.221234286288484
"DOLIDZE 53" 2M19470282+2439223 296.761779 24.65621 8.919774921193152 1.1316170017163332 10.175943954931345
"DOLIDZE 53" 2M19470954+2440419 296.78977 24.678331 21.047468026034576 3.374724737795433 11.926855899392564
"DOLIDZE 53" 2M19471128+2440443 296.797021 24.678989 9.18691682761774 1.9541644668214753 12.320596556103675
"FSR 0165" 2M19572546+2651168 299.356099 26.854692 inf 0.22215086964403338 10.322069072352035
"FSR 0165" 2M19572705+2656487 299.362727 26.946884 27.208144065653613 0.958508348757762 14.063937775652542
"FSR 0165" 2M19573203+2639104 299.383475 26.652916 33.58657493335784 0.43025685641305833 9.226701664408147
"FSR 0165" 2M19573743+2631579 299.405998 26.532776 12.976629432809576 1.712424631610933 14.48065270348415
"FSR 0165" 2M19573968+2655525 299.415361 26.931259 13.292926259117873 2.690910772389329 11.820023760440389
"FSR 0165" 2M19574367+2652105 299.43196 26.869598 20.542456709302396 2.780406233239912 8.151193203217163
"FSR 0165" 2M19574969+2646057 299.457057 26.768267 1.9775616490012926 2.4699945159663352 3.0965096761390405
"FSR 0165" 2M19574981+2641225 299.457543 26.68961 0.09344760981589599 0.8121658924635197 4.887970686582694
"FSR 0165" 2M19575287+2643360 299.470316 26.726688 16.548940275737387 1.3140443980655194 2.8188503220923287
"FSR 0165" 2M19575702+2646521 299.487597 26.781143 6.442611942582256 0.8500748505489648 2.092602503309272
"FSR 0165" 2M19580019+2650528 299.500801 26.848011 25.638199371236986 "" 5.649526994848808
"FSR 0165" 2M19580099+2652083 299.504148 26.868996 12.78300357792897 0.6595804259718738 6.88769084762915
"FSR 0165" 2M19580257+2645459 299.510735 26.762777 15.693903417337566 5.055126647364603 0.5106629888148673
"FSR 0165" 2M19580468+2644144 299.519537 26.737358 5.222016119139335 0.3870183216155752 1.0885639942465033
"FSR 0165" 2M19580710+2641064 299.52962 26.685116 9.212147112920466 1.6209803524512714 4.257639867739352
"FSR 0165" 2M19580880+2643469 299.536699 26.729696 0.2834993655958811 1.367561951119718 1.9632237888154882
"FSR 0165" 2M19580909+2648332 299.537883 26.809242 0.3860268223875797 3.95556730848952 3.5520481566626967
"FSR 0165" 2M19581043+2645342 299.543494 26.759516 16.49956393726412 1.6892883542899397 1.6749024671483692
"FSR 0165" 2M19581116+2641495 299.546505 26.697111 0.43984870777192053 0.8770642764149724 3.8873812086498742
"FSR 0165" 2M19581130+2649084 299.547087 26.819016 11.415783415982796 0.5722081246906574 4.287941139087939
"FSR 0165" 2M19581221+2643215 299.550915 26.722639 2.0084849739016337 1.1719587826951812 2.797722365560898
"FSR 0165" 2M19581926+2649031 299.580279 26.81753 11.542971617592332 0.7094966945131027 5.234876111865764
"FSR 0165" 2M19582257+2646444 299.594081 26.779005 4.518500431292521 1.6151270189093592 4.599224517006486
"FSR 0165" 2M19582401+2646229 299.600042 26.773035 25.650504503081795 2.4908732260091373 4.8074820414545645
"FSR 0165" 2M19582549+2647257 299.606244 26.790487 29.56887936965108 1.064274476786772 5.4549724310522345
"FSR 0165" 2M19582722+2652088 299.61344 26.869125 1.7325901217562436 1.6878181503617367 8.741158432686106
"FSR 0165" 2M19584447+2651375 299.685299 26.860428 inf 0.5025549460775188 11.21652415794356
"FSR 0165" 2M19584918+2658543 299.704936 26.981777 31.485231571973802 0.507500821700571 17.083211401240405
"FSR 0165" 2M19585132+2650268 299.713836 26.840792 inf 0.38555164724764757 11.950490940515646
"FSR 0165" 2M19585779+2644424 299.740804 26.745125 37.16329946112019 2.261380119843264 12.231747610239534
"FSR 0165" 2M19590334+2648071 299.763926 26.801979 4.672151128397187 0.060553608225042625 13.753204584375633
"BERKELEY 53" 2M20525158+5109568 313.214935 51.165787 inf 7.234016722011997 29.77164459882344
"BERKELEY 53" 2M20534439+5122510 313.434976 51.380859 0.11773644975458532 29.97738263678819 28.29679210634507
"BERKELEY 53" 2M20534717+5105010 313.446563 51.083626 inf 4.239871379274092 20.432327180611175
"BERKELEY 53" 2M20535223+5119299 313.467631 51.324986 7.089177603934384 13.467273763460119 25.179677337451697
"BERKELEY 53" 2M20535503+5046109 313.479331 50.769703 inf 8.025606121034548 25.944662759357946
"BERKELEY 53" 2M20540171+5109214 313.50715 51.155956 13.705282233578462 2.0728923405023867 18.975153626323163
"BERKELEY 53" 2M20541235+5054123 313.551484 50.903435 5.519811128920133 3.8787485210910218 18.96076779500209
"BERKELEY 53" 2M20541927+5043001 313.580296 50.716705 inf 7.289379566228911 25.733380494387138
"BERKELEY 53" 2M20542112+5040181 313.588036 50.671703 23.540590659117402 6.464605878188194 27.786698779780956
"BERKELEY 53" 2M20542208+5042387 313.59202 50.71077 18.8507032154337 8.880086442719085 25.75986024189372
"BERKELEY 53" 2M20542838+5104228 313.618261 51.073025 8.21884406053571 5.66463423019593 13.933754263483067
"BERKELEY 53" 2M20543359+5108309 313.639982 51.141941 7.5130565456547656 8.913418103217658 13.971367349865314
"BERKELEY 53" 2M20545763+5053012 313.740141 50.883675 inf 6.999499113340965 14.122513556207876
"BERKELEY 53" 2M20545801+5122495 313.741709 51.380428 inf 8.248021526873206 21.31030988551923
"BERKELEY 53" 2M20551171+5046304 313.798829 50.775112 38.32713298280418 0.9484627238709359 18.535051503863112
"BERKELEY 53" 2M20551286+5057186 313.803618 50.95517 23.198540474658188 1.4600604814969582 9.371966511043453
"BERKELEY 53" 2M20551461+5059152 313.810876 50.987579 16.71196063801408 11.533609714891321 7.958234900507888
"BERKELEY 53" 2M20551721+5100097 313.821711 51.002705 12.858077450755294 3.6148476020800486 7.137963689944242
"BERKELEY 53" 2M20552233+5132047 313.843044 51.534664 3.947792088025256 6.510354758993643 28.972762228689984
"BERKELEY 53" 2M20553052+5103087 313.877177 51.052422 inf 6.692422995664159 4.177943162190125
"BERKELEY 53" 2M20553095+5051062 313.878971 50.851734 25.884242209989125 8.98596207881447 13.164878694203297
"BERKELEY 53" 2M20553347+5059087 313.889461 50.985767 inf 8.329422210978393 5.797208837891227
"BERKELEY 53" 2M20554179+5047095 313.924132 50.78598 4.8482538848689485 16.528768712680108 16.6301109072388
"BERKELEY 53" 2M20554232+5106153 313.926356 51.104256 0.484175120710639 0.5542773477414811 3.4972821824485396
"BERKELEY 53" 2M20554430+5112252 313.934598 51.207012 7.711173722020057 1.7930787407642028 9.024479317630304
"BERKELEY 53" 2M20554697+5058402 313.945728 50.977856 25.821535488121597 3.9536437257764594 5.187711748821184
"BERKELEY 53" 2M20554821+5105211 313.950901 51.089199 inf 6.0751908950595155 2.2111096591429145
"BERKELEY 53" 2M20554936+5106545 313.955667 51.115154 0.5780331786429833 0.18565740195494645 3.501131375262263
"BERKELEY 53" 2M20554992+5112540 313.958036 51.215027 12.531491624478674 5.621221014608391 9.349865204920505
"BERKELEY 53" 2M20554998+5102175 313.958267 51.038212 0.32216778765711157 0.14644243657787434 1.71699438591771
"BERKELEY 53" 2M20555090+5109495 313.962088 51.163776 0.14456378490111016 3.073447149315006 6.2818097411600755
"BERKELEY 53" 2M20555422+5036211 313.975954 50.605865 0.30143757413479755 4.834514417488181 27.268132290369017
"BERKELEY 53" 2M20555552+5111166 313.981372 51.187954 8.295457398451896 4.341646164532038 7.663767259333586
"BERKELEY 53" 2M20555767+5103206 313.990298 51.055729 1.61711335358718 0.20399777780150372 0.2961301718997655
"BERKELEY 53" 2M20555947+5105436 313.997819 51.095459 1.238566829116892 2.8135738485816773 2.1481283166793474
"BERKELEY 53" 2M20555959+5100466 313.998316 51.012955 0.26568444933298546 1.0156965796469006 2.8698968133606346
"BERKELEY 53" 2M20560374+5058123 314.015588 50.970097 27.84126101972497 1.753527865349561 5.515560173497107
"BERKELEY 53" 2M20560675+5109042 314.028138 51.151188 inf 4.047573993591598 5.667924339636099
"BERKELEY 53" 2M20560728+5107047 314.030335 51.117992 21.347136437645577 6.2233973063747765 3.8246118599633556
"BERKELEY 53" 2M20561018+5102389 314.04245 51.044155 0.07588952601064756 0.438679413178479 2.295685770015021
"BERKELEY 53" 2M20561021+5112460 314.042562 51.212803 10.254071565402164 2.585076072406469 9.385426062643171
"BERKELEY 53" 2M20561671+5110193 314.069632 51.172043 12.989563221948329 5.616211769807632 7.388964154355553
"BERKELEY 53" 2M20562042+5107238 314.085106 51.12328 35.41931533951891 6.1057920885686165 5.280888829884123
"BERKELEY 53" 2M20562740+5127261 314.114176 51.457275 21.22179656273045 2.4144814112380963 24.291903069703526
"BERKELEY 53" 2M20563100+5106356 314.129181 51.10989 inf 6.374902509463781 6.121775951949078
"BERKELEY 53" 2M20563589+5130184 314.149583 51.505138 20.602635288225944 17.241489899136752 27.377993556186762
"BERKELEY 53" 2M20563698+5101435 314.154107 51.028751 33.480855966326935 8.691122142309123 6.572391365701764
"BERKELEY 53" 2M20564102+5053169 314.170934 50.888039 inf 6.998515518280263 12.448129801552618
"BERKELEY 53" 2M20564361+5100448 314.181716 51.012451 20.696919119279126 17.098234979730236 7.878284378661094
"BERKELEY 53" 2M20565148+5041248 314.214523 50.690243 12.092761359420205 4.830317601801494 23.81116270307543
"BERKELEY 53" 2M20565199+5057103 314.216647 50.952888 15.141545856802317 3.5122597144920498 10.794566689629312
"BERKELEY 53" 2M20565310+5116346 314.221264 51.276279 7.159333779034326 17.689449512090995 15.667614085368808
"BERKELEY 53" 2M20565394+5051089 314.224751 50.852478 15.680099459711542 inf 15.36304072753411
"BERKELEY 53" 2M20565988+5048233 314.249524 50.806477 4.432214811525855 7.894713189011471 18.1727247275756
"BERKELEY 53" 2M20570324+5107109 314.263535 51.119705 2.150226660347272 7.89183030365701 11.005612403534428
"BERKELEY 53" 2M20570337+5115505 314.264071 51.26403 32.6123666778369 6.737763208611297 16.060650359067616
"BERKELEY 53" 2M20570367+5056406 314.265297 50.944637 24.73119071688034 3.8772263733415095 12.583905986434907
"BERKELEY 53" 2M20571782+5114489 314.324283 51.246918 9.874132837138664 7.04168811747284 16.919931877987878
"BERKELEY 53" 2M20572040+5055558 314.335012 50.932175 inf 5.4467351920130085 15.216185572158222
"BERKELEY 53" 2M20572406+5049547 314.350261 50.831867 inf 4.370902784430798 19.3941596588084
"BERKELEY 53" 2M20572818+5056375 314.367449 50.943775 31.624187735315648 4.266583927412011 15.966763252652724
"BERKELEY 53" 2M20572865+5039079 314.369404 50.652203 8.566777649388193 5.210052965274047 28.442833668201317
"BERKELEY 53" 2M20573354+5111392 314.389757 51.194225 8.443443013110784 5.408699915176633 17.155507298280842
"BERKELEY 53" 2M20573460+5101203 314.394204 51.022327 1.352460660015986 6.806415197560058 15.52045952292554
"BERKELEY 53" 2M20573808+5104074 314.408705 51.068733 9.157068735027973 1.0751818195690468 15.899703732437368
"BERKELEY 53" 2M20574197+5100188 314.424879 51.00523 17.18774984193339 14.54791505993533 16.83986593056061
"BERKELEY 53" 2M20574227+5046214 314.42613 50.772621 2.303390079270653 18.21722455677129 23.947745427336226
"BERKELEY 53" 2M20575841+5124478 314.493416 51.413303 34.334898233115574 5.92784050314815 28.4641275705878
"BERKELEY 53" 2M20580796+5105390 314.533192 51.094181 7.337545832611707 13.056874705328678 20.680205451951117
"BERKELEY 53" 2M20581911+5105058 314.579661 51.084949 32.911035925006914 5.48091797710306 22.38284507401807
"BERKELEY 53" 2M20582261+5115283 314.594229 51.257881 31.06595056374058 2.978970543384999 25.73410898692863
"BERKELEY 53" 2M20583510+5113445 314.646283 51.229031 inf 8.392390986301264 26.79353052904669
"BERKELEY 53" 2M20584283+5058023 314.678472 50.967323 24.381957128662478 9.54409498207352 26.681508860162307
"BERKELEY 53" 2M20584898+5115421 314.704092 51.261696 23.321131895726335 inf 29.55671909794814
"BERKELEY 53" 2M20584952+5055253 314.706366 50.923706 32.70826592814641 2.7821160979793955 28.367066332480313
"BERKELEY 53" 2M20585059+5110197 314.710823 51.172165 32.53344633297683 8.051301037012873 28.067539431411085
"BERKELEY 53" 2M20585538+5110025 314.73079 51.167377 5.352448228110615 8.786510240410943 28.734117576987714
"BERKELEY 53" 2M20585959+5105552 314.748312 51.098686 33.401942266831036 5.99628665166784 28.780085695378954
"IC 1369" 2M21102504+4747130 317.604372 47.786957 14.46171556852989 1.8110044762566782 17.973386794513047
"IC 1369" 2M21103040+4749200 317.626706 47.822235 25.209648289044658 0.7650962236708582 17.43472262449675
"IC 1369" 2M21104171+4757294 317.673811 47.958183 13.286415541663548 1.6272448221333036 19.352933185962485
"IC 1369" 2M21104401+4738184 317.683382 47.63847 7.010065170841343 1.4448526054434132 16.29460163692236
"IC 1369" 2M21104585+4751270 317.691056 47.857506 5.372553785286161 2.2278075065038463 15.620297434757195
"IC 1369" 2M21104666+4739355 317.694424 47.659866 25.012563057666164 0.6453899975490898 15.367280822046004
"IC 1369" 2M21111977+4742543 317.83241 47.715103 4.853208183202642 1.4071888041614204 9.013104910677317
"IC 1369" 2M21112198+4758089 317.841619 47.969139 6.193140796305877 0.34560205624887413 15.273171922456275
"IC 1369" 2M21112299+4753519 317.845823 47.897766 13.812135111999098 1.8470110324566096 11.792588797521098
"IC 1369" 2M21112577+4759105 317.857376 47.986252 13.176648317015882 2.669774089874825 15.82809925959841
"IC 1369" 2M21112670+4745546 317.861278 47.76519 12.793546024669576 2.0368911677345594 7.537942101153945
"IC 1369" 2M21112956+4732436 317.873198 47.545467 0.01481009370543733 6.871513598599107 14.432206859731865
"IC 1369" 2M21113169+4736409 317.882066 47.61137 3.17882818087909 1.401585178854716 10.924624632639562
"IC 1369" 2M21113342+4753272 317.88926 47.890911 7.319785397183024 1.3539515770820203 10.33583581110558
"IC 1369" 2M21113810+4753387 317.908789 47.8941 2.720956852774428 0.2754747945359384 10.027917945836421
"IC 1369" 2M21114492+4759160 317.937174 47.987804 3.82745429505171 2.396514149234441 14.637447281023896
"IC 1369" 2M21114714+4759369 317.946454 47.993607 12.205121412601958 0.7521545055741394 14.862900026580931
"IC 1369" 2M21114798+4754082 317.949933 47.902302 5.023733937502728 0.29206199423243334 9.654199526232741
"IC 1369" 2M21115021+4732438 317.959216 47.545521 13.084315163832228 1.084738636012574 13.087408383829214
"IC 1369" 2M21115093+4731428 317.962232 47.528572 15.091907990570757 1.5932145971091132 14.038153632369834
"IC 1369" 2M21115265+4744571 317.969402 47.749195 0.0488543199417914 1.323103019692277 3.1758836203814504
"IC 1369" 2M21115316+4736243 317.971533 47.606766 1.250908376113572 0.6941792308173129 9.430338649523065
"IC 1369" 2M21115982+4736002 317.999259 47.600071 1.7018904759922098 4.346725783577992 9.519880041075899
"IC 1369" 2M21115993+4747251 317.999717 47.790325 0.9283641290672409 inf 2.850913621802983
"IC 1369" 2M21120148+4743202 318.006187 47.722294 21.230640898490034 0.8318823077685434 2.5938626889881253
"IC 1369" 2M21120210+4751273 318.008787 47.857605 4.225604068440556 0.6311705019246344 6.330745746245782
"IC 1369" 2M21120610+4745175 318.025445 47.754868 0.6488236324623579 5.396167902733459 0.8939075726773328
"IC 1369" 2M21120878+4741236 318.036619 47.689896 7.3998517003674396 1.1206402075379376 3.9528781518573495
"IC 1369" 2M21120996+4744158 318.041507 47.737724 0.0791532771154603 1.3760205006311308 1.086413630885472
"IC 1369" 2M21121226+4730382 318.051111 47.51062 9.3192524389749 1.4806245735772599 14.68523013025861
"IC 1369" 2M21121345+4745256 318.056055 47.757137 0.030537483626407246 1.316570872530235 0.35754758918018925
"IC 1369" 2M21121411+4756501 318.058828 47.947269 11.167305049245588 1.8873352168949007 11.523280679038805
"IC 1369" 2M21122072+4743074 318.086348 47.718735 13.322331334894598 1.0503104666602243 2.69725925733676
"IC 1369" 2M21122481+4803102 318.103408 48.052853 3.100151885090109 0.7087104586457058 17.990065496536424
"IC 1369" 2M21123387+4748047 318.141135 47.801319 0.32966910724138204 0.677856094254972 4.672073623826111
"IC 1369" 2M21123398+4741266 318.141618 47.690727 25.868187746917343 1.6802140071404776 5.426112801220216
"IC 1369" 2M21124588+4734040 318.191194 47.56778 14.056240758719763 2.7280152449824375 12.662864658443524
"IC 1369" 2M21124988+4758202 318.207838 47.972279 15.527185339683214 4.466561951649517 14.525776942684903
"IC 1369" 2M21125428+4741595 318.226189 47.699883 1.0521114336350383 2.64563693875071 7.939522852714545
"IC 1369" 2M21125504+4748360 318.229339 47.810001 5.07031617302914 0.7786620877215955 8.027322039090222
"IC 1369" 2M21130029+4752570 318.251221 47.882511 17.79259601410895 1.798766759899748 11.202841915404504
"IC 1369" 2M21130723+4752545 318.280137 47.881824 0.04781848412082465 0.7688993508653421 12.056096421820863
"IC 1369" 2M21131123+4743425 318.296808 47.728497 5.82293898857002 0.3336916709769513 10.183758930747246
"IC 1369" 2M21131162+4751044 318.298425 47.851227 13.204001141442163 2.012279539531261 11.630544061005327
"IC 1369" 2M21131431+4741267 318.30965 47.690758 0.49649197630464414 0.18117589996177588 11.265254835397705
"IC 1369" 2M21132190+4736311 318.341255 47.608639 26.660902876484656 0.2847321298262117 14.772113642699514
"IC 1369" 2M21132200+4754299 318.341707 47.908321 10.554354374904213 4.775217766959293 14.985498121381086
"IC 1369" 2M21133058+4732500 318.377431 47.547249 2.9606829795687677 1.348195327122607 18.266056210524408
"IC 1369" 2M21134755+4744386 318.448127 47.744061 5.905438156443122 3.3269049778817443 16.172630475210365
"IC 1369" 2M21135134+4748220 318.463932 47.806137 5.940633792043172 1.4462430544495428 17.060206071475104
"IC 1369" 2M21135864+4741298 318.494343 47.691612 9.956810762442053 1.7995825689978355 18.433161270204796
"IC 1369" 2M21140603+4749340 318.525161 47.826115 8.29477497659196 1.566793131181589 19.713431019516253
"NGC 7062" 2M21220217+4619063 320.50907 46.318436 2.7306350316082275 1.1802302362847994 15.258868064141634
"NGC 7062" 2M21224411+4628194 320.683817 46.472073 3.994997932325551 1.4995964202922882 8.882908012413052
"NGC 7062" 2M21224948+4635360 320.706181 46.593334 16.065397019406642 0.8756973916081277 13.80390551191505
"NGC 7062" 2M21225016+4624358 320.709021 46.40995 10.437316404365871 2.4328002067194907 6.467216946605048
"NGC 7062" 2M21225619+4613238 320.734144 46.223293 0.7765436941514329 3.2947857290643903 11.333854762536003
"NGC 7062" 2M21230548+4620110 320.772867 46.336411 9.700038943652192 4.777942320836835 4.916003241401767
"NGC 7062" 2M21230915+4614058 320.788166 46.234947 6.324425925489224 3.163087583826143 9.803914298576094
"NGC 7062" 2M21231234+4620597 320.801456 46.349941 25.738022578977183 0.3870465002966935 3.49320195813334
"NGC 7062" 2M21231317+4621205 320.804876 46.355721 16.4899195153859 1.1826733767179145 3.155355748424689
"NGC 7062" 2M21231625+4638505 320.817749 46.647366 3.8931007885397446 4.177847241622604 15.550403737446787
"NGC 7062" 2M21232344+4623008 320.847678 46.383568 1.2065467704073645 1.4042797691865248 0.730557879827796
"NGC 7062" 2M21232459+4628150 320.852465 46.470852 0.08765780504823686 1.43234947775136 4.866953846992323
"NGC 7062" 2M21232731+4622136 320.863816 46.370449 0.6296155957195239 1.398384623116009 1.1764391249457224
"NGC 7062" 2M21233633+4635406 320.901392 46.594624 3.8365015878489195 2.892226538321566 12.37906786222172
"NGC 7062" 2M21233959+4635387 320.914967 46.594101 10.899944716505207 3.880948523247144 12.433102578204094
"NGC 7062" 2M21234483+4631214 320.936801 46.522629 13.618506449256788 1.9846264740673611 8.525683071809308
"NGC 7062" 2M21234625+4612422 320.942745 46.211727 20.22473394189309 0.5020092190268838 11.202298850106496
"NGC 7062" 2M21243373+4617112 321.140572 46.286465 12.450197552977661 1.0634875993193111 13.083525830789515
"FSR 0338" 2M21505153+5520248 327.714714 55.340237 15.858533336100809 0.6198054009669127 7.604557246460874
"FSR 0338" 2M21505177+5519348 327.715746 55.32634 19.91328865743391 0.9758222909340442 7.438706856193487
"FSR 0338" 2M21505203+5514195 327.716827 55.238762 10.502273780880905 1.3626190986515891 8.622671548433082
"FSR 0338" 2M21505346+5517278 327.722783 55.291077 19.154954998327042 2.1921093386161163 7.284898157202201
"FSR 0338" 2M21511319+5518022 327.804962 55.300617 15.34813485829701 10.130924922621887 4.420438107241355
"FSR 0338" 2M21511429+5511184 327.809558 55.188457 1.0588735896983545 1.0521627396267481 8.593269621161983
"FSR 0338" 2M21513219+5518312 327.884128 55.308674 0.5371647922369056 0.709823141654636 1.673844387822203
"FSR 0338" 2M21513345+5517141 327.889389 55.287273 0.6288782667505551 0.6860479880524639 2.1486578001288086
"FSR 0338" 2M21513708+5521123 327.904524 55.353432 24.88334425194435 1.984906322058905 2.5849889299121447
"FSR 0338" 2M21513832+5521512 327.909685 55.364243 17.72386481003924 1.466539813762556 3.1488986722545174
"FSR 0338" 2M21514024+5521356 327.91767 55.359909 10.244647304273327 0.7963007740841501 2.836751574560709
"FSR 0338" 2M21514432+5518366 327.934686 55.310184 0.26419888577338557 0.7742822775124757 0.20662184630823316
"FSR 0338" 2M21515022+5522177 327.959282 55.371597 0.45417536565260647 1.0247880597797663 3.6109231507952306
"FSR 0338" 2M21515102+5519220 327.962612 55.322803 1.0090999329630452 1.0815415802190171 1.1748995864799217
"FSR 0338" 2M21515108+5519094 327.962861 55.319283 0.2332815940671029 0.7468586944963269 1.0972326562306718
